upc,image_url
752044003805,http://champrosports.com/images/product/large/BS86_1_whitegraphite.jpg
752044003829,http://champrosports.com/images/product/large/BS86_1_forestgreenwhite.jpg
752044003836,http://champrosports.com/images/product/large/BS86_1_forestgreenwhite.jpg
752044003843,http://champrosports.com/images/product/large/BS86_1_forestgreenwhite.jpg
752044003850,http://champrosports.com/images/product/large/BS86_1_forestgreenwhite.jpg
752044003867,http://champrosports.com/images/product/large/BS86_1_forestgreenwhite.jpg
752044003874,http://champrosports.com/images/product/large/BS86_1_purplewhite.jpg
752044003881,http://champrosports.com/images/product/large/BS86_1_purplewhite.jpg
752044003898,http://champrosports.com/images/product/large/BS86_1_purplewhite.jpg
752044003904,http://champrosports.com/images/product/large/BS86_1_purplewhite.jpg
752044003911,http://champrosports.com/images/product/large/BS86_1_purplewhite.jpg
752044003928,http://champrosports.com/images/product/large/BS86_1_royalwhite.jpg
752044003935,http://champrosports.com/images/product/large/BS86_1_royalwhite.jpg
752044003942,http://champrosports.com/images/product/large/BS86_1_royalwhite.jpg
752044003959,http://champrosports.com/images/product/large/BS86_1_royalwhite.jpg
752044003966,http://champrosports.com/images/product/large/BS86_1_royalwhite.jpg
752044003973,http://champrosports.com/images/product/large/BS86_1_greyblack.jpg
752044003980,http://champrosports.com/images/product/large/BS86_1_greyblack.jpg
752044003997,http://champrosports.com/images/product/large/BS86_1_greyblack.jpg
752044004000,http://champrosports.com/images/product/large/BS86_1_greyblack.jpg
752044004017,http://champrosports.com/images/product/large/BS86_1_greyblack.jpg
752044004024,http://champrosports.com/images/product/large/BS86_1_maroonwhite.jpg
752044004031,http://champrosports.com/images/product/large/BS86_1_maroonwhite.jpg
752044004048,http://champrosports.com/images/product/large/BS86_1_maroonwhite.jpg
752044004055,http://champrosports.com/images/product/large/BS86_1_maroonwhite.jpg
752044004062,http://champrosports.com/images/product/large/BS86_1_maroonwhite.jpg
